route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
134,0000000062024090920250627,0003207592024090920250627,Pergolese,0,SHAPE01121
423,0000000022024090920250627,0003255692024090920250627,Riva Del G. Autostazione,0,SHAPE00421
395,0000000052024090920250627,0003248122024090920250627,Toss,0,SHAPE00848
343,0000000022024090920250627,0003197402024090920250627,Faedo. Pineta,0,SHAPE00631
507,0000000092024090920250627,0003220902024090920250627,Masi D'avio,0,SHAPE00382
352,0000000022024090920250627,0003253382024090920250627,Mezzolombardo Ferrovia,0,
60,0000000052024090920250627,0003196462024090920250627,Palu' di Giovo,0,SHAPE00111
98,0000000042024090920250627,0003230402024090920250627,Martincelli,0,SHAPE00931
503,0000000092024090920250627,0003218722024090920250627,Avio-Carabinieri,0,SHAPE01165
161,0000000022024090920250627,0003209742024090920250627,S.Lorenzo-Chiesa,0,SHAPE00338
520,0000000022024090920250627,0003229452024090920250627,Levico T. Via Avancini,0,SHAPE00407
186,0000000042024090920250627,0003218342024090920250627,Centa,0,SHAPE00295
352,0000000022024090920250627,0003252852024090920250627,Trento Ftm,1,
562,0000000062024090920250627,0003235442024090920250627,Canale di Pergine. Chiesa,0,SHAPE00408
324,0000000022024090920250627,0003245192024090920250627,Male',1,SHAPE00067
215,0000000022024090920250627,0003221272024090920250627,Rovereto. Via Manzoni,1,SHAPE00433
102,0000000092024090920250627,0003236552024090920250627,S.Martino di Castrozza,1,SHAPE00612
60,0000000042024090920250627,0003199632024090920250627,Palu' di G. C.Polisportivo,0,SHAPE03062
401,0000000062024090920250627,0003247882024090920250627,Tres Via Nazionale 12,0,SHAPE01040
507,0000000092024090920250627,0003216172024090920250627,Ala. Staz. Fs.,0,SHAPE00266
86,0000000042024090920250627,0003226802024090920250627,Olle,0,SHAPE00039
1,0000000072024090920250627,0003192982024090920250627,Penia. Str. Pian Trevisan,0,SHAPE00758
336,0000000022024090920250627,0003244462024090920250627,Peio,0,SHAPE00052
636,0000000072024090920250627,0003212512024090920250627,Campo Carlo Magno,0,SHAPE00334
375,0000000052024090920250627,0003241282024090920250627,Fondo. Via Garibaldi,1,SHAPE00620
522,0000000022024090920250627,0003229272024090920250627,Castello Tesino,0,SHAPE00468
352,0000000022024090920250627,0003252952024090920250627,Mezzana. Ftm,0,
520,0000000052024090920250627,0003229022024090920250627,Levico Terme Autostazione,1,SHAPE00352
522,0000004512024090920250627,0003235262024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00238
618,0000000022024090920250627,0003236292024090920250627,Fiera di Primiero,1,SHAPE00987
184,0000004512024090920250627,0003227032024090920250627,Torcegno,0,SHAPE00630
640,0000000022024090920250627,0003234742024090920250627,Zivignago. Paese,0,SHAPE00309
186,0000000062024090920250627,0003218052024090920250627,Lavarone Cappella,0,SHAPE03473
332,0000006202024120820250316,0003244662024120820250316,Male',1,SHAPE00194
503,0000000042024090920250627,0003216872024090920250627,Rovereto. Via Paoli,0,SHAPE00374
352,0000000022024090920250627,0003252982024090920250627,Trento Ftm,1,
130,0000000022024090920250627,0003192082024090920250627,Predazzo. Autostazione,1,SHAPE02473
78,0000004512024090920250627,0003205312024090920250627,Margone,0,SHAPE00022
638,0000000072024090920250627,0003260862024090920250627,Cavalese. Autostazione,0,SHAPE00167
343,0000000092024090920250627,0003197342024090920250627,Faedo. Pineta,0,SHAPE00631
123,0000000022024090920250627,0003236942024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE03202
375,0000000052024090920250627,0003241342024090920250627,Fondo. Via Garibaldi,0,SHAPE01124
640,0000000022024090920250627,0003234432024090920250627,Pergine V. Intermodale,1,SHAPE00411
638,0000000022024090920250627,0003261052024090920250627,Ora-Staz. Fs,1,SHAPE00063
71,0000000022024090920250627,0003202362024090920250627,Trento. Autostazione,1,SHAPE00467
375,0000000062024091220250627,0003262812024091220250627,Fondo. Piazza S.Giovanni,0,SHAPE00094
336,0000000022024090920250627,0003246782024090920250627,Cogolo,0,SHAPE03095
336,0000000062024090920250627,0003250812024090920250627,Peio,0,SHAPE00052
340,0000000822024090920250627,0003199292024090920250627,Mezzocorona-Staz.Fs,1,SHAPE00897
345,0000000062024090920250627,0003240882024090920250627,Molveno,0,SHAPE00340
78,0000000052024090920250627,0003208262024090920250627,Vezzano. Piazza,1,SHAPE03169
200,0000000022024090920250627,0003214272024090920250627,Rovereto. Via Manzoni,1,SHAPE01975
672,0000000022024090920250627,0003209892024090920250627,Campi. Bivio Loc Parisi,0,SHAPE00592
78,0000000092024090920250627,0003206922024090920250627,Vezzano. Sud,1,SHAPE01094
132,0000000042024090920250627,0003226962024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00284
375,0000000042024090920250627,0003241562024090920250627,Fondo. Via Garibaldi,0,SHAPE01379
76,0000000072024090920250627,0003203202024090920250627,Viote,0,SHAPE00186
188,0000000042024090920250627,0003229852024090920250627,Levico T. Via Avancini,0,SHAPE00448
110,0000000022024090920250627,0003217832024090920250627,Rovereto. Via Manzoni,0,SHAPE00040
640,0000000022024090920250627,0003234582024090920250627,Via S.Pietro 82-Villa Rosa,0,SHAPE00207
171,0000000822024090920250627,0003201712024090920250627,Pieve di Bono,0,SHAPE00512
186,0000000022024090920250627,0003223532024090920250627,Trento. Autostazione,1,SHAPE00005
110,0000004512024090920250627,0003216902024090920250627,Rovereto. Via Manzoni,0,SHAPE00040
634,0000000022024090920250627,0003217402024090920250627,Trento. Autostazione,1,SHAPE02816
78,0000000062024090920250627,0003204572024090920250627,Vezzano. Sud,1,SHAPE01479
84,0000000062024090920250627,0003226132024090920250627,Centrale di Bedollo,1,SHAPE00268
364,0000000022024090920250627,0003242052024090920250627,Cles. Autostazione,1,SHAPE01242
638,0000000042024090920250627,0003260902024090920250627,Ora-Staz. Fs,1,SHAPE00063
186,0000000062024090920250627,0003221882024090920250627,Vattaro,0,SHAPE01248
175,0000000062024090920250627,0003208412024090920250627,Calavino,1,SHAPE01128
120,0000000022024090920250627,0003193822024090920250627,Cavalese. Autostazione,0,SHAPE00941
328,0000000062024090920250627,0003245902024090920250627,Menas,0,SHAPE00076
231,0000004512024090920250627,0003219672024090920250627,Saccone,0,SHAPE02077
167,0000000022024090920250627,0003200902024090920250627,Pieve di Bono,1,SHAPE01413
552,0000000022024090920250627,0003233982024090920250627,Pergine V. Intermodale,1,SHAPE01005
181,0000006372024090920250627,0003216022024090920250627,Aldeno,0,SHAPE00057
397,0000000022024090920250627,0003243862024090920250627,Cles. Autostazione,1,SHAPE01719
123,0000000352024090920250627,0003236742024090920250627,Arten,1,SHAPE00417
134,0000004512024090920250627,0003204802024090920250627,Trento. Autostazione,1,SHAPE00087
175,0000000062024090920250627,0003208242024090920250627,Dro,0,SHAPE00870
167,0000000052024090920250627,0003207202024090920250627,Daone,0,SHAPE01424
136,0000000052024090920250627,0003198232024090920250627,Tesero. Piazza Battisti,0,SHAPE01312
233,0000000052024090920250627,0003219722024090920250627,Brentonico,0,SHAPE01049
549,0000000022024090920250627,0003232272024090920250627,Pergine V. Intermodale,1,SHAPE00048
507,0000000092024090920250627,0003216552024090920250627,Masi D'avio,0,SHAPE01471
175,0000000022024090920250627,0003206072024090920250627,Vezzano. Piazza,1,SHAPE00752
520,0000000072024090920250627,0003235292024090920250627,Trento. Autostazione,1,SHAPE00404
330,0000000052024090920250627,0003245962024090920250627,Bolentina,0,SHAPE02057
636,0000000022024090920250627,0003202412024090920250627,Campo Carlo Magno,0,SHAPE00334
86,0000000412024090920250627,0003226762024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00286
67,0000000062024090920250627,0003195342024090920250627,Cavalese. Autostazione,1,SHAPE00814
562,0000000052024090920250627,0003233782024090920250627,S.Cristoforo Al Lago-Fs,1,SHAPE01252
638,0000000012024090920250627,0003260592024090920250627,Cavalese. Autostazione,0,SHAPE00167
326,0000000072024090920250627,0003245602024090920250627,Male',1,SHAPE00237
157,0000000072024090920250627,0003204322024090920250627,Baitoni,0,SHAPE00021
352,0000000022024090920250627,0003252742024090920250627,Mezzana. Ftm,0,
420,0000000012024091020250627,0003262552024091020250627,Riva Del G. Autostazione,0,SHAPE00205
366,0000000092024102120250627,0003264932024102120250627,Mezzocorona-Staz.Fs,1,SHAPE00010
375,0000000052024090920250627,0003241262024090920250627,Passo Mendola,0,SHAPE02216
177,0000000062024090920250627,0003229412024090920250627,Hacleri,0,SHAPE00058
215,0000000022024090920250627,0003214942024090920250627,Piano di Vallarsa,0,SHAPE01773
203,0000000022024090920250627,0003215442024090920250627,Ometto,0,SHAPE00507
378,0000000052024090920250627,0003242132024090920250627,Cles-V.Delle Scuole-Sc.Medie,1,SHAPE00721
520,0000000022024090920250627,0003231962024090920250627,Trento. Autostazione,1,SHAPE01111
161,0000000022024090920250627,0003208662024090920250627,S.Lorenzo-Chiesa,0,SHAPE00745
520,0000000062024090920250627,0003228352024090920250627,Borgo Valsugana-C.Intermodale,0,SHAPE01733
67,0000000022024090920250627,0003192062024090920250627,V.Veronza. Htl Veronza,0,SHAPE00677
134,0000004512024090920250627,0003205532024090920250627,Trento. Autostazione,1,SHAPE00087
167,0000000062024090920250627,0003207362024090920250627,Daone,0,SHAPE01108
186,0000000092024090920250627,0003221942024090920250627,Luserna,0,SHAPE01603
375,0000006362024101820250627,0003264662024101820250627,Dermulo,1,SHAPE03442
184,0000000022024090920250627,0003227072024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE01374
357,0000000022024090920250627,0003248482024090920250627,Cles. Autostazione,1,SHAPE01356
69,0000000062024090920250627,0003231042024090920250627,Sover,0,SHAPE00125
80,0000000072024090920250627,0003203452024090920250627,Trento. Autostazione,1,SHAPE00038
198,0000000022024090920250627,0003218412024090920250627,Folgaria. Via Battisti,0,SHAPE00347
186,0000000022024090920250627,0003223412024090920250627,Centa,0,SHAPE00295
203,0000000062024090920250627,0003223882024090920250627,Rovereto. Via Savioli,1,SHAPE00648
345,0000000062024090920250627,0003250822024090920250627,Mezzolombardo,1,SHAPE01470
401,0000000022024090920250627,0003247902024090920250627,Mollaro. Staz.Ftm,1,SHAPE01911
366,0000000052024090920250627,0003243172024090920250627,Mezzolombardo,1,SHAPE02954
638,0000000072024090920250627,0003260822024090920250627,Cavalese. Autostazione,0,SHAPE00167
181,0000000052024090920250627,0003221742024090920250627,Cimone. Bivio Pietra,1,SHAPE00345
181,0000000022024090920250627,0003215682024090920250627,Trento. Autostazione,1,SHAPE00289
375,0000000052024090920250627,0003241302024090920250627,Passo Mendola,0,SHAPE01313
366,0000000092024102120250627,0003264792024102120250627,Mezzocorona-Staz.Fs,1,SHAPE00101
636,0000000072024090920250627,0003206802024090920250627,Tione. Autostazione,1,SHAPE00406
169,0000000022024090920250627,0003226382024090920250627,Samone,0,SHAPE01216
352,0000000072024090920250627,0003253152024090920250627,Trento Ftm,1,
71,0000000022024090920250627,0003207032024090920250627,Trento. Autostazione,1,SHAPE01019
330,0000000062024090920250627,0003245942024090920250627,Bolentina,0,SHAPE00164
108,0000000022024090920250627,0003237292024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE01142
71,0000000072024090920250627,0003206962024090920250627,Tione. Autostazione,0,SHAPE00587
636,0000000072024090920250627,0003212792024090920250627,Tione. Autostazione,1,SHAPE00460
186,0000000042024090920250627,0003222302024090920250627,Trento. Autostazione,1,SHAPE01728
375,0000000072024090920250627,0003241522024090920250627,Dermulo,1,SHAPE02385
161,0000000822024090920250627,0003202192024090920250627,S.Lorenzo Dorsino,0,SHAPE02141
357,0000000072024090920250627,0003248642024090920250627,Cles. Autostazione,1,SHAPE00121
134,0000000022024090920250627,0003204842024090920250627,Trento. Autostazione,1,SHAPE01383
494,0000000072024090920250627,0003228172024090920250627,Trento. Autostazione,1,SHAPE00316
80,0000000022024090920250627,0003203532024090920250627,M. Terlago. Htl 2 Laghi,0,SHAPE00179
693,0000000022024090920250627,0003259322024090920250627,Borgo Valsugana-C.Intermodale,0,
1,0000000022024090920250627,0003195682024090920250627,Cavalese. Autostazione,1,SHAPE00812
503,0000000052024090920250627,0003216942024090920250627,Ala. Staz. Fs.,0,SHAPE00738
110,0000000022024090920250627,0003217442024090920250627,Bolognano,0,SHAPE00790
332,0000000062024090920250627,0003246472024090920250627,Male',1,SHAPE00044
345,0000000062024090920250627,0003241052024090920250627,Molveno,0,SHAPE00340
102,0000000022024090920250627,0003236412024090920250627,Feltre. Staz. Fs,0,SHAPE02831
171,0000000092024090920250627,0003201412024090920250627,Riva Del G.Autostazione,1,SHAPE00985
401,0000000062024090920250627,0003250392024090920250627,Cles. Autostazione,1,SHAPE03542
364,0000000022024090920250627,0003242012024090920250627,Cles. Autostazione,1,SHAPE00517
345,0000006212024120820250316,0003248912024120820250316,Mezzolombardo,1,SHAPE00774
717,0000000012024093020241130,0003263352024093020241130,Bassano Del Grappa,0,SHAPE00747
220,0000000022024090920250627,0003214312024090920250627,Ronzo Chienis,0,SHAPE01360
188,0000000022024090920250627,0003229742024090920250627,Pergine V. Intermodale,1,SHAPE00634
1,0000000012024090920250627,0003193272024090920250627,Cavalese. Autostazione,1,SHAPE00812
181,0000000042024090920250627,0003216062024090920250627,Aldeno,0,SHAPE00057
397,0000000092024090920250627,0003243822024090920250627,Cles. Autostazione,1,SHAPE00725
638,0000004512024090920250627,0003260572024090920250627,Ora-Staz. Fs,1,SHAPE00063
322,0000000052024090920250627,0003208202024090920250627,Drena,0,SHAPE00983
171,0000000072024090920250627,0003207242024090920250627,Tiarno di Sopra,0,SHAPE00088
134,0000000022024090920250627,0003212402024090920250627,Trento. Autostazione,1,SHAPE00259
551,0000000022024090920250627,0003234812024090920250627,Pergine V. Intermodale,1,SHAPE00288
549,0000004512024090920250627,0003232232024090920250627,Pergine V. Intermodale,1,SHAPE00048
717,0000000072024093020241130,0003263252024093020241130,Bassano Del Grappa,0,SHAPE00747
326,0000006202024120820250316,0003245522024120820250316,M.Campiglio.Pietra Gr.,0,SHAPE00041
324,0000000022024090920250627,0003245132024090920250627,Somrabbi,0,SHAPE00047
186,0000000092024090920250627,0003221902024090920250627,Trento. Autostazione,1,SHAPE02082
3,0000000062024090920250627,0003198642024090920250627,Cavalese. Autostazione,0,SHAPE00862
634,0000000052024090920250627,0003217682024090920250627,Arco. Autostazione,0,SHAPE01523
120,0000000022024090920250627,0003193942024090920250627,Civezzano,0,SHAPE00137
157,0000000042024090920250627,0003204362024090920250627,Baitoni,0,SHAPE00021
352,0000000022024090920250627,0003252702024090920250627,Trento Ftm,1,
420,0000000022024091020250627,0003262512024091020250627,Riva Del G. Autostazione,0,SHAPE00205
326,0000006212024120820250316,0003245562024120820250316,Belvedere,0,SHAPE00281
366,0000000052024102120250627,0003264972024102120250627,Cles. Autostazione,0,SHAPE00154
116,0000000052024090920250627,0003238342024090920250627,Fiera di Primiero,1,SHAPE00641
71,0000000022024090920250627,0003202692024090920250627,Trento. Autostazione,1,SHAPE00080
161,0000000092024090920250627,0003202202024090920250627,Molveno. Via Nazionale 73,0,SHAPE00386
520,0000004512024090920250627,0003231922024090920250627,Levico Terme Autostazione,1,SHAPE00329
640,0000004512024090920250627,0003234452024090920250627,Pergine V. Intermodale,1,SHAPE00189
401,0000000822024090920250627,0003247942024090920250627,Cles. Autostazione,1,SHAPE02166
231,0000000062024090920250627,0003220132024090920250627,Saccone,0,SHAPE02616
503,0000000092024090920250627,0003222362024090920250627,Rovereto. Via Paoli,0,SHAPE02390
336,0000000822024090920250627,0003246892024090920250627,Fucine,1,SHAPE00018
503,0000000022024090920250627,0003216582024090920250627,Rovereto. Via Paoli,0,SHAPE00374
366,0000000022024090920250627,0003242722024090920250627,Mezzocorona-Staz.Fs,1,SHAPE00010
507,0000000062024090920250627,0003218772024090920250627,Masi D'avio,0,SHAPE00478
130,0000000822024090920250627,0003192022024090920250627,Castelir di Bellamonte,0,SHAPE00999
134,0000000022024090920250627,0003205572024090920250627,Riva Del G. Viale Martiri,0,SHAPE00162
494,0000000042024090920250627,0003228132024090920250627,Baselga. Municipio,0,SHAPE01529
157,0000000072024090920250627,0003211042024090920250627,Tione. Autostazione,1,SHAPE00847
179,0000000042024090920250627,0003230992024090920250627,Battisti,0,SHAPE02072
120,0000000062024102120250627,0003265082024102120250627,Scancio di Segonzano-Snack Bar,0,SHAPE01614
132,0000000062024090920250627,0003231002024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00284
229,0000000052024090920250627,0003203412024090920250627,Ciago,0,SHAPE01422
366,0000000022024090920250627,0003252392024090920250627,Mezzocorona-Staz.Fs,1,SHAPE00101
177,0000000052024090920250627,0003229592024090920250627,Hacleri,0,SHAPE01591
352,0000000022024090920250627,0003252972024090920250627,Mezzana. Ftm,0,
220,0000000822024090920250627,0003214412024090920250627,Rovereto. Via Manzoni,1,SHAPE00982
7,0000000022024090920250627,0003191842024090920250627,Casatta Valfloriana,1,SHAPE00951
507,0000000022024090920250627,0003216312024090920250627,Ala. Staz. Fs.,0,SHAPE00266
198,0000000022024090920250627,0003218512024090920250627,Folgaria. Via Battisti,0,SHAPE00347
157,0000000022024090920250627,0003210682024090920250627,Baitoni,0,SHAPE00021
695,0000000022024093020241130,0003263442024093020241130,Primolano. Staz. Fs,0,
328,0000000502024090920250627,0003245862024090920250627,Pellizzano,1,SHAPE00369
345,0000000072024090920250627,0003241012024090920250627,Molveno,0,SHAPE00693
562,0000000822024090920250627,0003234212024090920250627,Pergine V. Intermodale,1,SHAPE01576
90,0000000402024090920250627,0003227422024090920250627,Levico Terme Autostazione,1,SHAPE00899
634,0000000072024090920250627,0003219962024090920250627,Rovereto. Via Paoli,1,SHAPE00034
640,0000000022024090920250627,0003234522024090920250627,Zivignago. Paese,0,SHAPE00309
322,0000000052024090920250627,0003208172024090920250627,Drena,0,SHAPE00983
522,0000000022024090920250627,0003235342024090920250627,Castello Tesino,0,SHAPE00468
352,0000000072024090920250627,0003253112024090920250627,Trento Ftm,1,
332,0000000072024090920250627,0003244952024090920250627,Vermiglio. Nord,0,SHAPE00473
134,0000000042024090920250627,0003206332024090920250627,Riva Del G. Viale Martiri,0,SHAPE01640
562,0000000042024090920250627,0003234272024090920250627,Valcanover,0,SHAPE00883
196,0000000072024122620250322,0003222172024122620250322,Luserna,0,SHAPE01007
179,0000000062024090920250627,0003231722024090920250627,Pergine V. Intermodale,1,SHAPE03047
198,0000000072024122620250323,0003221062024122620250323,Serrada. Via Pasubio,1,SHAPE03206
186,0000000022024090920250627,0003223902024090920250627,Centa,0,SHAPE00295
120,0000000092024090920250627,0003194262024090920250627,S.Stefano,0,SHAPE00553
80,0000000322024090920250627,0003203882024090920250627,M. Terlago. Htl 2 Laghi,0,SHAPE00270
67,0000000022024090920250627,0003191942024090920250627,Cavalese. Autostazione,1,SHAPE01363
326,0000006212024120820250316,0003245432024120820250316,Male',1,SHAPE00237
60,0000000062024090920250627,0003196782024090920250627,Verla,1,SHAPE00103
215,0000000062024090920250627,0003219042024090920250627,Piano di Vallarsa,0,SHAPE00331
717,0000000072024093020241130,0003263972024093020241130,Trento. Staz. Fs,1,SHAPE00059
332,0000000072024090920250627,0003246692024090920250627,Fucine,1,SHAPE02230
526,0000000502024090920250627,0003222462024090920250627,Caldonazzo. Staz. Fs,1,SHAPE00023
562,0000000052024090920250627,0003230792024090920250627,Pergine V. Intermodale,1,SHAPE00414
196,0000000052024090920250627,0003213662024090920250627,Rovereto. Staz. Fs,1,SHAPE00049
98,0000000052024090920250627,0003230302024090920250627,Primolano. A. Giardino,0,SHAPE01638
345,0000000092024090920250627,0003240352024090920250627,Mezzolombardo,1,SHAPE00774
326,0000006212024120820250316,0003245472024120820250316,M.Campiglio.Pietra Gr.,0,SHAPE00041
695,0000000022024093020241130,0003263512024093020241130,Primolano. Staz. Fs,0,
401,0000000052024090920250627,0003247922024090920250627,Tres,0,SHAPE00174
687,0000006272024090920250627,0003210032024090920250627,Vezzano. Apt,0,SHAPE00184
345,0000005902024090920250627,0003248822024090920250627,S.Michele,1,SHAPE01268
717,0000000022024093020241130,0003263222024093020241130,Bassano Del Grappa,0,SHAPE00747
503,0000000062024090920250627,0003214352024090920250627,Pilcante,0,SHAPE00257
520,0000004512024090920250627,0003229172024090920250627,Trento. Autostazione,1,SHAPE02360
332,0000000022024090920250627,0003244912024090920250627,Vermiglio. Nord,0,SHAPE00293
703,0000000822024090920250627,0003242602024090920250627,Nave San Rocco,1,SHAPE01097
157,0000000022024090920250627,0003210732024090920250627,Tione. Autostazione,1,SHAPE00196
636,0000004512024090920250627,0003213042024090920250627,Tione. Autostazione,1,SHAPE00406
345,0000000022024090920250627,0003240572024090920250627,Mezzocorona-Staz.Fs,1,SHAPE00336
184,0000000022024090920250627,0003227202024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00020
638,0000000022024090920250627,0003260532024090920250627,Ora-Staz. Fs,1,SHAPE00063
179,0000000022024090920250627,0003232522024090920250627,Pergine V. Intermodale,1,SHAPE00075
196,0000006272024090920250627,0003221822024090920250627,Guardia di Folgaria,0,SHAPE01107
717,0000000022024093020241130,0003263832024093020241130,Primolano. Staz. Fs,1,SHAPE00438
345,0000000042024102520250627,0003265332024102520250627,Cles. Autostazione,0,SHAPE03494
634,0000000072024090920250627,0003217522024090920250627,Rovereto. Via Paoli,1,SHAPE00034
717,0000000022024093020241130,0003263882024093020241130,Primolano. Staz. Fs,1,SHAPE00438
3,0000000092024090920250627,0003194782024090920250627,Cavalese. Autostazione,0,SHAPE01460
120,0000000822024090920250627,0003194312024090920250627,Piazzo di Segonzano,0,SHAPE03532
90,0000006512024090920250627,0003227362024090920250627,Levico Terme Autostazione,1,SHAPE01855
522,0000000062024090920250627,0003235432024090920250627,Castello Tesino,0,SHAPE00439
161,0000000022024090920250627,0003208672024090920250627,Tavodo-Incr.S.P.,1,SHAPE00973
171,0000000022024101620250627,0003264682024101620250627,Riva Del G.Autostazione,1,SHAPE00012
200,0000000062024090920250627,0003223702024090920250627,Ala. Staz. Fs.,0,SHAPE00681
503,0000000022024090920250627,0003220892024090920250627,Avio-Carabinieri,0,SHAPE01165
215,0000000062024090920250627,0003221622024090920250627,Cumerlotti,1,SHAPE02671
328,0000000062024090920250627,0003250332024090920250627,Menas,0,SHAPE00393
332,0000006212024120820250316,0003244792024120820250316,Passo Tonale,0,SHAPE00050
108,0000000042024090920250627,0003237342024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE02478
157,0000000072024090920250627,0003208382024090920250627,Baitoni,0,SHAPE00021
3,0000006362024090920250627,0003199042024090920250627,Capriana,0,SHAPE00649
695,0000000072024120120250627,0003263772024120120250627,Bassano Del Grappa. Staz. Fs,0,
110,0000000042024090920250627,0003219292024090920250627,Trento. Autostazione,1,SHAPE01140
328,0000000022024090920250627,0003245892024090920250627,Pellizzano,1,SHAPE00099
106,0000000062024090920250627,0003235682024090920250627,Canal S. Bovo,1,SHAPE01859
181,0000000022024090920250627,0003222322024090920250627,Trento. Autostazione,1,SHAPE00289
503,0000000052024090920250627,0003218732024090920250627,Avio-Carabinieri,0,SHAPE02213
78,0000000022024090920250627,0003205082024090920250627,Margone,0,SHAPE00022
638,0000000022024090920250627,0003260642024090920250627,Cavalese. Autostazione,0,SHAPE00167
171,0000005902024090920250627,0003201902024090920250627,Tiarno di Sopra,0,SHAPE00088
366,0000000072024090920250627,0003242972024090920250627,Cles. Autostazione,0,SHAPE00154
188,0000000022024090920250627,0003229822024090920250627,Tenna,1,SHAPE00351
220,0000000052024090920250627,0003220952024090920250627,Pra Da Lac,0,SHAPE00669
120,0000000072024090920250627,0003194412024090920250627,Cavalese. Autostazione,0,SHAPE00603
98,0000000022024090920250627,0003232792024090920250627,Primolano. A. Giardino,0,SHAPE00306
691,0000000022024120120250627,0003264252024120120250627,Trento. Staz. Fs,1,
215,0000000022024090920250627,0003215312024090920250627,Rovereto. Via Manzoni,1,SHAPE00214
352,0000000022024090920250627,0003252932024090920250627,Mezzana. Ftm,0,
580,0000000022024090920250627,0003225082024090920250627,Ala. Staz. Fs.,1,SHAPE02188
71,0000000022024090920250627,0003206782024090920250627,Tione. Autostazione,0,SHAPE00587
552,0000000052024090920250627,0003230972024090920250627,Pergine V. Intermodale,1,SHAPE00095
332,0000000052024090920250627,0003246912024090920250627,Fucine,1,SHAPE02056
153,0000000052024090920250627,0003201172024090920250627,Favrio Civ. 51,1,SHAPE00838
108,0000000022024090920250627,0003237182024090920250627,Feltre. Staz. Fs,0,SHAPE00130
181,0000000022024090920250627,0003221132024090920250627,Trento. Autostazione,1,SHAPE01046
352,0000000022024090920250627,0003253262024090920250627,Trento Ftm,1,
71,0000000042024090920250627,0003207422024090920250627,Trento. Autostazione,1,SHAPE00080
198,0000000062024090920250627,0003214692024090920250627,Rovereto. Staz. Fs,1,SHAPE00879
117,0000000062024090920250627,0003192142024090920250627,Cavalese. Autostazione,1,SHAPE01919
231,0000000042024090920250627,0003214202024090920250627,Rovereto. Via Paoli,1,SHAPE00019
233,0000000052024090920250627,0003219922024090920250627,Corne',0,SHAPE00246
640,0000000022024090920250627,0003234562024090920250627,Zivignago. Paese,0,SHAPE00309
634,0000005902024090920250627,0003220692024090920250627,Bolognano,0,SHAPE00124
235,0000000062024090920250627,0003219772024090920250627,Valle S. Felice,1,SHAPE00314
134,0000000022024090920250627,0003208132024090920250627,Pergolese,0,SHAPE01121
157,0000000022024090920250627,0003210662024090920250627,Tione. Autostazione,1,SHAPE00847
171,0000000822024090920250627,0003210992024090920250627,Pregasina,0,SHAPE00315
636,0000000022024090920250627,0003206372024090920250627,Tione. Autostazione,1,SHAPE00406
179,0000000052024090920250627,0003233772024090920250627,Battisti,0,SHAPE00146
80,0000000062024090920250627,0003203902024090920250627,M. Terlago. Htl 2 Laghi,0,SHAPE00270
695,0000000022024120120250627,0003263692024120120250627,Bassano Del Grappa. Staz. Fs,0,
352,0000000022024090920250627,0003253392024090920250627,Mezzolombardo Ferrovia,0,
520,0000000022024090920250627,0003227242024090920250627,Trento. Autostazione,1,SHAPE03084
687,0000006272024090920250627,0003209902024090920250627,Ranzo,1,SHAPE00523
7,0000000022024090920250627,0003191902024090920250627,Sicina,0,SHAPE03117
638,0000000022024090920250627,0003260762024090920250627,Cavalese. Autostazione,0,SHAPE00167
161,0000000822024090920250627,0003209752024090920250627,Ponte Arche Autostazione,1,SHAPE01372
713,0000000042024102520250627,0003265352024102520250627,Male',0,SHAPE01945
71,0000000022024090920250627,0003202462024090920250627,Trento. Autostazione,1,SHAPE00080
526,0000000052024090920250627,0003222422024090920250627,Luserna,0,SHAPE03477
343,0000000022024090920250627,0003197312024090920250627,Faedo. Pineta,0,SHAPE00631
175,0000000022024090920250627,0003206122024090920250627,Trento. Autostazione,1,SHAPE00112
503,0000000052024090920250627,0003216452024090920250627,Vò Sinistro-Passaggio Livello,0,SHAPE00123
196,0000000052024090920250627,0003213622024090920250627,Calliano,1,SHAPE00412
336,0000000042024090920250627,0003244832024090920250627,Peio,0,SHAPE03525
618,0000000042024090920250627,0003238972024090920250627,Imer,1,SHAPE01587
352,0000000022024090920250627,0003252862024090920250627,Mezzana. Ftm,0,
562,0000000042024090920250627,0003234312024090920250627,Pergine V. Intermodale,1,SHAPE00083
634,0000000072024090920250627,0003221582024090920250627,Rovereto. Via Paoli,1,SHAPE01004
138,0000000062024090920250627,0003235412024090920250627,Fiorè,0,SHAPE01692
188,0000000022024090920250627,0003230182024090920250627,Levico T. Via Avancini,0,SHAPE00089
368,0000000072024090920250627,0003243352024090920250627,Sfruz,0,SHAPE01857
522,0000000042024090920250627,0003235272024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE02387
357,0000000022024090920250627,0003248782024090920250627,Cles. Autostazione,1,SHAPE01356
636,0000000042024090920250627,0003213002024090920250627,Campo Carlo Magno,0,SHAPE00334
