Title,URL,Keywords,Type,Description,StartDate,EndDate,FundingAgency
Trentino Transportation & Health Facilities 2024,https://amassacci.github.io/HealthRoute_Trentino.html,"Transportation, Trento, Trentino, Health Facilities",Knowledge Graph Generation,"This project project aims to develop a Knowledge Graph (KG) that provides access to up-to-date information about Healthcare Facilities across the Trentino Province, along with their integration into the public transportation network",2024-10-16,2026-01-30,None
