DatLicense,DatURL,DatKeyword,DatPublisher,DatCreator,DatOwner,DatLanguage,DatSize,DatName,DatPublication,DatDescription,DatDomain,DatFileFormat
Apache-2.0 license,https://github.com/amassacci/HealthRoute-Trentino/blob/main/Phase%203%20-%20Language%20Definition/Language_Resources.csv,"Concepts, UKC",Massacci Alice,Massacci Alice,Massacci Alice,English,7.65 KB,Language_Resources.csv,2024-12-10,Description of all the language used in the HealthRoute-Trentino Knowledge Graph,Transport-Health,csv
